1	1	300	50	0	387.877	300	0	
1	1	300	50	1	770.434	600	0	
1	1	300	50	2	996.935	900	0	
1	1	300	50	3	1300.21	1200	0	
1	1	300	50	4	1674.27	1500	0	
1	1	300	50	5	2008.21	1800	0	
1	1	300	50	6	2201.04	2100	0	
1	1	300	50	7	2720.22	2400	0	
1	1	300	50	8	2797.74	2700	0	
1	1	300	50	9	3170.35	3000	0	
1	1	300	50	10	3393.92	3300	0	
1	1	300	50	11	4017.4	3600	0	
1	1	300	50	12	4010.74	3900	0	
1	1	300	50	13	4293.9	4200	0	
1	1	300	50	14	4603.26	4500	0	
1	1	300	50	15	4871.66	4800	0	
1	1	300	50	16	5200.33	5100	0	
1	1	300	50	17	5471.87	5400	0	
1	1	300	50	18	5809.34	5700	0	
1	1	300	50	19	6106.17	6000	0	
1	1	300	50	20	6404.96	6300	0	
1	1	300	50	21	6799.61	6600	0	
1	1	300	50	22	7006.29	6900	0	
1	1	300	50	23	7307.91	7200	0	
1	1	300	50	24	7669.42	7500	0	
1	1	300	50	25	7901.96	7800	0	
1	1	300	50	26	8171.94	8100	0	
1	1	300	50	27	8495.55	8400	0	
1	1	300	50	28	8799.58	8700	0	
1	1	300	50	29	9096.54	9000	0	
1	1	300	50	30	9399.15	9300	0	
1	1	300	50	31	9844.09	9600	0	
1	1	300	50	32	10007.9	9900	0	
1	1	300	50	33	10304	10200	0	
1	1	300	50	34	10596.2	10500	0	
1	1	300	50	35	10900.6	10800	0	
1	1	300	50	36	11418.9	11100	0	
1	1	300	50	37	11499.4	11400	0	
1	1	300	50	38	11806.3	11700	0	
1	1	300	50	39	12196.5	12000	0	
1	1	300	50	40	12408.1	12300	0	
1	1	300	50	41	12866.8	12600	0	
1	1	300	50	42	13399.6	12900	4	
1	1	300	50	43	13898.8	13200	6	
1	1	300	50	44	13528	13500	1	
1	1	300	50	45	14008.6	13800	1	
1	1	300	50	46	14345.3	14100	0	
1	1	300	50	47	14498.4	14400	0	
1	1	300	50	48	14799.8	14700	0	
1	1	300	50	49	15092.3	15000	0	
1	1	300	50	0	518.328	300	0	
1	1	300	50	1	706.686	600	0	
1	1	300	50	2	971.9	900	0	
1	1	300	50	3	1397.26	1200	0	
1	1	300	50	4	1670.82	1500	0	
1	1	300	50	5	1909.51	1800	0	
1	1	300	50	6	2171.89	2100	0	
1	1	300	50	7	2471.97	2400	0	
1	1	300	50	8	2942.58	2700	0	
1	1	300	50	9	3170.53	3000	0	
1	1	300	50	10	3402.33	3300	0	
1	1	300	50	11	3700.49	3600	0	
1	1	300	50	12	4011.5	3900	0	
1	1	300	50	13	4388.6	4200	0	
1	1	300	50	14	4747.71	4500	0	
1	1	300	50	15	4899.8	4800	0	
1	1	300	50	16	5294.29	5100	0	
1	1	300	50	17	5498.44	5400	0	
1	1	300	50	18	5872.28	5700	0	
1	1	300	50	19	6106.18	6000	0	
1	1	300	50	20	6546.84	6300	0	
1	1	300	50	21	6696.16	6600	0	
1	1	300	50	22	7011.21	6900	0	
1	1	300	50	23	7304.49	7200	0	
1	1	300	50	24	7766.24	7500	0	
1	1	300	50	25	7891.04	7800	0	
1	1	300	50	26	8366.08	8100	0	
1	1	300	50	27	8509.21	8400	0	
1	1	300	50	28	8872.47	8700	0	
1	1	300	50	29	9244.94	9000	0	
1	1	300	50	30	9402.12	9300	0	
1	1	300	50	31	9691.84	9600	0	
1	1	300	50	32	9992.66	9900	0	
1	1	300	50	33	10271.4	10200	0	
1	1	300	50	34	10571.8	10500	0	
1	1	300	50	35	11070.2	10800	0	
1	1	300	50	36	11295.5	11100	0	
1	1	300	50	37	11505.6	11400	0	
1	1	300	50	38	11772	11700	0	
1	1	300	50	39	12215	12000	0	
1	1	300	50	40	12399.5	12300	0	
1	1	300	50	41	12691.6	12600	0	
1	1	300	50	42	13004.8	12900	0	
1	1	300	50	43	13310.5	13200	0	
1	1	300	50	44	13594.3	13500	0	
1	1	300	50	45	14337.8	13800	1	
1	1	300	50	46	14122.8	14100	1	
1	1	300	50	47	14599.7	14400	0	
1	1	300	50	48	14943.7	14700	0	
1	1	300	50	49	15393	15000	0	
1	1	300	50	0	371.721	300	0	
1	1	300	50	1	696.896	600	0	
1	1	300	50	2	971.999	900	0	
1	1	300	50	3	1271.66	1200	0	
1	1	300	50	4	1614.27	1500	0	
1	1	300	50	5	1905.55	1800	0	
1	1	300	50	6	2208.71	2100	0	
1	1	300	50	7	2604.38	2400	0	
1	1	300	50	8	2771.97	2700	0	
1	1	300	50	9	3269.44	3000	0	
1	1	300	50	10	3396.64	3300	0	
1	1	300	50	11	3671.73	3600	0	
1	1	300	50	12	3995.17	3900	0	
1	1	300	50	13	4316.31	4200	0	
1	1	300	50	14	4761.44	4500	0	
1	1	300	50	15	5338.34	4800	0	
1	1	300	50	16	5204.18	5100	0	
1	1	300	50	17	5607.19	5400	0	
1	1	300	50	18	5892	5700	0	
1	1	300	50	19	6102.54	6000	0	
1	1	300	50	20	6393.49	6300	0	
1	1	300	50	21	6671.99	6600	0	
1	1	300	50	22	7001.62	6900	0	
1	1	300	50	23	7297.86	7200	0	
1	1	300	50	24	7741.63	7500	0	
1	1	300	50	25	7911.51	7800	0	
1	1	300	50	26	8201.63	8100	0	
1	1	300	50	27	8719.37	8400	0	
1	1	300	50	28	8798.67	8700	0	
1	1	300	50	29	9071.88	9000	0	
1	1	300	50	30	9396.46	9300	0	
1	1	300	50	31	10077.3	9600	1	
1	1	300	50	32	9976.45	9900	1	
1	1	300	50	33	10271.9	10200	0	
1	1	300	50	34	10701.5	10500	0	
1	1	300	50	35	10872	10800	0	
1	1	300	50	36	11213.9	11100	0	
1	1	300	50	37	11504.7	11400	0	
1	1	300	50	38	11771.3	11700	0	
1	1	300	50	39	12112.6	12000	0	
1	1	300	50	40	12567.4	12300	0	
1	1	300	50	41	12671.7	12600	0	
1	1	300	50	42	13289.5	12900	0	
1	1	300	50	43	13446.9	13200	0	
1	1	300	50	44	13613.5	13500	0	
1	1	300	50	45	13908.6	13800	0	
1	1	300	50	46	14193.8	14100	0	
1	1	300	50	47	14570.7	14400	0	
1	1	300	50	48	14771.6	14700	0	
1	1	300	50	49	15169.1	15000	0	
1	1	300	50	0	391.077	300	0	
1	1	300	50	1	712.911	600	0	
1	1	300	50	2	1098.92	900	0	
1	1	300	50	3	1447.69	1200	0	
1	1	300	50	4	1599.84	1500	0	
1	1	300	50	5	2044.61	1800	0	
1	1	300	50	6	2196.77	2100	0	
1	1	300	50	7	2489.58	2400	0	
1	1	300	50	8	2787.68	2700	0	
1	1	300	50	9	3261.76	3000	0	
1	1	300	50	10	3409.73	3300	0	
1	1	300	50	11	3705.88	3600	0	
1	1	300	50	12	4000.24	3900	0	
1	1	300	50	13	4309.4	4200	0	
