2	1	300	50	0	345.165	300	0	
2	1	300	50	1	635.628	600	0	
2	1	300	50	2	947.454	900	0	
2	1	300	50	3	1247.72	1200	0	
2	1	300	50	4	1551.35	1500	0	
2	1	300	50	5	1835.54	1800	0	
2	1	300	50	6	2133.84	2100	0	
2	1	300	50	7	2433.55	2400	0	
2	1	300	50	8	2746.42	2700	0	
2	1	300	50	9	3055.76	3000	0	
2	1	300	50	10	3346.37	3300	0	
2	1	300	50	11	3682.98	3600	0	
2	1	300	50	12	3944.82	3900	0	
2	1	300	50	13	4242.93	4200	0	
2	1	300	50	14	4543.55	4500	0	
2	1	300	50	15	4834.53	4800	0	
2	1	300	50	16	5145.22	5100	0	
2	1	300	50	17	5449.16	5400	0	
2	1	300	50	18	5742.66	5700	0	
2	1	300	50	19	6037.55	6000	0	
2	1	300	50	20	6343.58	6300	0	
2	1	300	50	21	6643.62	6600	0	
2	1	300	50	22	6934.55	6900	0	
2	1	300	50	23	7250.18	7200	0	
2	1	300	50	24	7535.45	7500	0	
2	1	300	50	25	7835.16	7800	0	
2	1	300	50	26	8135.89	8100	0	
2	1	300	50	27	8449.08	8400	0	
2	1	300	50	28	8747.22	8700	0	
2	1	300	50	29	9034.63	9000	0	
2	1	300	50	30	9339.49	9300	0	
2	1	300	50	31	9648.85	9600	0	
2	1	300	50	32	9952.41	9900	0	
2	1	300	50	33	10324.2	10200	0	
2	1	300	50	34	10543	10500	0	
2	1	300	50	35	10836	10800	0	
2	1	300	50	36	11154.2	11100	0	
2	1	300	50	37	11450.1	11400	0	
2	1	300	50	38	11752.7	11700	0	
2	1	300	50	39	12048.6	12000	0	
2	1	300	50	40	12334.5	12300	0	
2	1	300	50	41	12724.1	12600	0	
2	1	300	50	42	12947.5	12900	0	
2	1	300	50	43	13240.9	13200	0	
2	1	300	50	44	13543.5	13500	0	
2	1	300	50	45	13858.4	13800	0	
2	1	300	50	46	14143.3	14100	0	
2	1	300	50	47	14452.5	14400	0	
2	1	300	50	48	14741.9	14700	0	
2	1	300	50	49	15047.6	15000	0	
2	1	300	50	0	388.014	300	0	
2	1	300	50	1	725.347	600	0	
2	1	300	50	2	941.012	900	0	
2	1	300	50	3	1241.21	1200	0	
2	1	300	50	4	1535.35	1500	0	
2	1	300	50	5	1843.78	1800	0	
2	1	300	50	6	2142.07	2100	0	
2	1	300	50	7	2448.62	2400	0	
2	1	300	50	8	2786.26	2700	0	
2	1	300	50	9	3043.7	3000	0	
2	1	300	50	10	3353.89	3300	0	
2	1	300	50	11	3653.06	3600	0	
2	1	300	50	12	3943.7	3900	0	
2	1	300	50	13	4287.86	4200	0	
2	1	300	50	14	4545.91	4500	0	
2	1	300	50	15	4850.53	4800	0	
2	1	300	50	16	5149.81	5100	0	
2	1	300	50	17	5440.63	5400	0	
2	1	300	50	18	5743.62	5700	0	
2	1	300	50	19	6044.52	6000	0	
2	1	300	50	20	6345.58	6300	0	
2	1	300	50	21	6646.31	6600	0	
2	1	300	50	22	6957.11	6900	0	
2	1	300	50	23	7235.94	7200	0	
2	1	300	50	24	7546.85	7500	0	
2	1	300	50	25	7850.75	7800	0	
2	1	300	50	26	8146.56	8100	0	
2	1	300	50	27	8524.49	8400	0	
2	1	300	50	28	8735.85	8700	0	
2	1	300	50	29	9086.92	9000	0	
2	1	300	50	30	9344.05	9300	0	
2	1	300	50	31	9635.07	9600	0	
2	1	300	50	32	9940.09	9900	0	
2	1	300	50	33	10243.1	10200	0	
2	1	300	50	34	10542.3	10500	0	
2	1	300	50	35	10833.9	10800	0	
2	1	300	50	36	11139.7	11100	0	
2	1	300	50	37	11447.9	11400	0	
2	1	300	50	38	11749.5	11700	0	
2	1	300	50	39	12087.5	12000	0	
2	1	300	50	40	12345.2	12300	0	
2	1	300	50	41	12646.6	12600	0	
2	1	300	50	42	12942.2	12900	0	
2	1	300	50	43	13249	13200	0	
2	1	300	50	44	13554.6	13500	0	
2	1	300	50	45	13845.4	13800	0	
2	1	300	50	46	14142.5	14100	0	
2	1	300	50	47	14450.6	14400	0	
2	1	300	50	48	14735.6	14700	0	
2	1	300	50	49	15050.7	15000	0	
2	1	300	50	0	345.428	300	0	
2	1	300	50	1	650.895	600	0	
2	1	300	50	2	954.49	900	0	
2	1	300	50	3	1288.85	1200	0	
2	1	300	50	4	1535.7	1500	0	
2	1	300	50	5	1845.1	1800	0	
2	1	300	50	6	2145.55	2100	0	
2	1	300	50	7	2524.79	2400	0	
2	1	300	50	8	2735.65	2700	0	
2	1	300	50	9	3035.88	3000	0	
2	1	300	50	10	3350.91	3300	0	
2	1	300	50	11	3634.1	3600	0	
2	1	300	50	12	3983.96	3900	0	
2	1	300	50	13	4246.49	4200	0	
2	1	300	50	14	4547.17	4500	0	
